dt,AverageTemperature,AverageTemperatureUncertainty,City,LatitudeAndLongitude
2012-12-01T00:00:00Z,-1.651,0.344,Jinan,"36.17,117.35"
2013-01-01T00:00:00Z,-1.821,0.449,Jinan,"36.17,117.35"
2013-02-01T00:00:00Z,1.614,0.621,Jinan,"36.17,117.35"
2013-03-01T00:00:00Z,8.47,0.812,Jinan,"36.17,117.35"
2013-04-01T00:00:00Z,13.517000000000001,0.252,Jinan,"36.17,117.35"
2013-05-01T00:00:00Z,21.306,0.439,Jinan,"36.17,117.35"
2013-06-01T00:00:00Z,24.749000000000002,0.264,Jinan,"36.17,117.35"
2013-07-01T00:00:00Z,27.627,1.035,Jinan,"36.17,117.35"
2013-08-01T00:00:00Z,27.978,0.7040000000000001,Jinan,"36.17,117.35"
2013-09-01T00:00:00Z,,,Jinan,"36.17,117.35"
1993-11-01T00:00:00Z,10.189,0.8009999999999999,Kabul,"34.56,70.05"
1993-12-01T00:00:00Z,5.7170000000000005,1.99,Kabul,"34.56,70.05"
1994-01-01T00:00:00Z,3.403,2.582,Kabul,"34.56,70.05"
1994-02-01T00:00:00Z,3.196,0.325,Kabul,"34.56,70.05"
1994-03-01T00:00:00Z,10.333,1.1740000000000002,Kabul,"34.56,70.05"
1994-04-01T00:00:00Z,12.907,0.59,Kabul,"34.56,70.05"
1994-05-01T00:00:00Z,20.976,0.456,Kabul,"34.56,70.05"
1994-06-01T00:00:00Z,26.435,0.775,Kabul,"34.56,70.05"
1994-07-01T00:00:00Z,26.583000000000002,0.8909999999999999,Kabul,"34.56,70.05"
1994-08-01T00:00:00Z,25.928,0.626,Kabul,"34.56,70.05"
1994-09-01T00:00:00Z,19.371,0.64,Kabul,"34.56,70.05"
1994-10-01T00:00:00Z,14.61,0.499,Kabul,"34.56,70.05"
1994-11-01T00:00:00Z,11.429,1.232,Kabul,"34.56,70.05"
1994-12-01T00:00:00Z,4.14,0.34700000000000003,Kabul,"34.56,70.05"
1995-01-01T00:00:00Z,2.5810000000000004,0.259,Kabul,"34.56,70.05"
1995-02-01T00:00:00Z,5.0360000000000005,2.125,Kabul,"34.56,70.05"
1995-03-01T00:00:00Z,8.67,1.807,Kabul,"34.56,70.05"
1995-04-01T00:00:00Z,13.385,0.787,Kabul,"34.56,70.05"
1995-05-01T00:00:00Z,20.888,0.569,Kabul,"34.56,70.05"
1995-06-01T00:00:00Z,26.226999999999997,0.557,Kabul,"34.56,70.05"
1995-07-01T00:00:00Z,26.914,0.35,Kabul,"34.56,70.05"
1995-08-01T00:00:00Z,25.37,0.3670000000000001,Kabul,"34.56,70.05"
1995-09-01T00:00:00Z,21.54,0.4270000000000001,Kabul,"34.56,70.05"
1995-10-01T00:00:00Z,15.687999999999999,0.338,Kabul,"34.56,70.05"
1995-11-01T00:00:00Z,10.712,0.5329999999999999,Kabul,"34.56,70.05"
1995-12-01T00:00:00Z,3.424,0.703,Kabul,"34.56,70.05"
1996-01-01T00:00:00Z,1.8519999999999999,0.525,Kabul,"34.56,70.05"
1996-02-01T00:00:00Z,5.6770000000000005,0.333,Kabul,"34.56,70.05"
1996-03-01T00:00:00Z,8.966999999999997,1.088,Kabul,"34.56,70.05"
1996-04-01T00:00:00Z,15.329,0.7340000000000001,Kabul,"34.56,70.05"
1996-05-01T00:00:00Z,19.381,0.574,Kabul,"34.56,70.05"
1996-06-01T00:00:00Z,25.098000000000003,0.501,Kabul,"34.56,70.05"
1996-07-01T00:00:00Z,26.314,0.4,Kabul,"34.56,70.05"
1996-08-01T00:00:00Z,24.688000000000002,0.255,Kabul,"34.56,70.05"
1996-09-01T00:00:00Z,22.84,0.643,Kabul,"34.56,70.05"
1996-10-01T00:00:00Z,15.132,0.196,Kabul,"34.56,70.05"
1996-11-01T00:00:00Z,8.47,1.013,Kabul,"34.56,70.05"
1996-12-01T00:00:00Z,4.7010000000000005,0.447,Kabul,"34.56,70.05"
1997-01-01T00:00:00Z,3.4019999999999997,0.983,Kabul,"34.56,70.05"
1997-02-01T00:00:00Z,4.671,0.736,Kabul,"34.56,70.05"
1997-03-01T00:00:00Z,9.108,0.757,Kabul,"34.56,70.05"
1997-04-01T00:00:00Z,13.819,1.026,Kabul,"34.56,70.05"
1997-05-01T00:00:00Z,18.555999999999997,0.485,Kabul,"34.56,70.05"
1997-06-01T00:00:00Z,24.569000000000003,0.846,Kabul,"34.56,70.05"
1997-07-01T00:00:00Z,27.3,0.7170000000000001,Kabul,"34.56,70.05"
1997-08-01T00:00:00Z,25.253,0.631,Kabul,"34.56,70.05"
1997-09-01T00:00:00Z,22.256999999999998,0.706,Kabul,"34.56,70.05"
1997-10-01T00:00:00Z,15.692,0.858,Kabul,"34.56,70.05"
1997-11-01T00:00:00Z,8.789000000000001,0.967,Kabul,"34.56,70.05"
1997-12-01T00:00:00Z,3.844,1.213,Kabul,"34.56,70.05"
1998-01-01T00:00:00Z,2.373,0.8220000000000001,Kabul,"34.56,70.05"
1998-02-01T00:00:00Z,4.053,0.748,Kabul,"34.56,70.05"
1998-03-01T00:00:00Z,8.107999999999999,0.5539999999999999,Kabul,"34.56,70.05"
1998-04-01T00:00:00Z,16.045,1.081,Kabul,"34.56,70.05"
1998-05-01T00:00:00Z,20.438,0.488,Kabul,"34.56,70.05"
1998-06-01T00:00:00Z,24.256,0.772,Kabul,"34.56,70.05"
1998-07-01T00:00:00Z,26.574,0.281,Kabul,"34.56,70.05"
1998-08-01T00:00:00Z,25.316999999999997,0.8009999999999999,Kabul,"34.56,70.05"
1998-09-01T00:00:00Z,22.022,0.96,Kabul,"34.56,70.05"
1998-10-01T00:00:00Z,16.099,0.616,Kabul,"34.56,70.05"
1998-11-01T00:00:00Z,10.529000000000002,0.889,Kabul,"34.56,70.05"
1998-12-01T00:00:00Z,5.856,1.043,Kabul,"34.56,70.05"
1999-01-01T00:00:00Z,2.8080000000000003,0.954,Kabul,"34.56,70.05"
1999-02-01T00:00:00Z,6.825,1.021,Kabul,"34.56,70.05"
1999-03-01T00:00:00Z,9.719,0.5589999999999999,Kabul,"34.56,70.05"
1999-04-01T00:00:00Z,16.007,1.06,Kabul,"34.56,70.05"
1999-05-01T00:00:00Z,21.955,0.516,Kabul,"34.56,70.05"
1999-06-01T00:00:00Z,25.579,1.245,Kabul,"34.56,70.05"
1999-07-01T00:00:00Z,26.4,0.6829999999999999,Kabul,"34.56,70.05"
1999-08-01T00:00:00Z,25.764,0.439,Kabul,"34.56,70.05"
1999-09-01T00:00:00Z,22.778000000000002,0.609,Kabul,"34.56,70.05"
1999-10-01T00:00:00Z,16.871,0.498,Kabul,"34.56,70.05"
1999-11-01T00:00:00Z,10.144000000000002,0.49,Kabul,"34.56,70.05"
1999-12-01T00:00:00Z,5.772,1.319,Kabul,"34.56,70.05"
2000-01-01T00:00:00Z,3.326,0.487,Kabul,"34.56,70.05"
2000-02-01T00:00:00Z,3.4539999999999997,0.685,Kabul,"34.56,70.05"
2000-03-01T00:00:00Z,9.612,1.356,Kabul,"34.56,70.05"
2000-04-01T00:00:00Z,17.925,0.638,Kabul,"34.56,70.05"
2000-05-01T00:00:00Z,24.658,0.589,Kabul,"34.56,70.05"
2000-06-01T00:00:00Z,25.581999999999997,0.416,Kabul,"34.56,70.05"
2000-07-01T00:00:00Z,26.107,0.871,Kabul,"34.56,70.05"
2000-08-01T00:00:00Z,25.459,0.747,Kabul,"34.56,70.05"
2000-09-01T00:00:00Z,22.116,0.58,Kabul,"34.56,70.05"
2000-10-01T00:00:00Z,16.805999999999997,1.0759999999999998,Kabul,"34.56,70.05"
2000-11-01T00:00:00Z,9.72,0.447,Kabul,"34.56,70.05"
2000-12-01T00:00:00Z,5.107,0.963,Kabul,"34.56,70.05"
2001-01-01T00:00:00Z,2.208,0.706,Kabul,"34.56,70.05"
2001-02-01T00:00:00Z,5.567,0.8740000000000001,Kabul,"34.56,70.05"
2001-03-01T00:00:00Z,10.807,0.762,Kabul,"34.56,70.05"
2001-04-01T00:00:00Z,16.587,0.526,Kabul,"34.56,70.05"
2001-05-01T00:00:00Z,23.781999999999996,0.701,Kabul,"34.56,70.05"
2001-06-01T00:00:00Z,25.905,0.911,Kabul,"34.56,70.05"
2001-07-01T00:00:00Z,26.065,0.428,Kabul,"34.56,70.05"
2001-08-01T00:00:00Z,25.149,0.6920000000000001,Kabul,"34.56,70.05"
2001-09-01T00:00:00Z,21.178,0.5529999999999999,Kabul,"34.56,70.05"
2001-10-01T00:00:00Z,16.552,0.469,Kabul,"34.56,70.05"
2001-11-01T00:00:00Z,10.731000000000002,0.409,Kabul,"34.56,70.05"
2001-12-01T00:00:00Z,5.644,0.906,Kabul,"34.56,70.05"
2002-01-01T00:00:00Z,3.432,0.8270000000000001,Kabul,"34.56,70.05"
2002-02-01T00:00:00Z,4.735,0.616,Kabul,"34.56,70.05"
2002-03-01T00:00:00Z,11.382,0.7070000000000001,Kabul,"34.56,70.05"
2002-04-01T00:00:00Z,15.668,0.6409999999999999,Kabul,"34.56,70.05"
2002-05-01T00:00:00Z,21.991999999999997,0.45,Kabul,"34.56,70.05"
2002-06-01T00:00:00Z,25.956999999999997,0.436,Kabul,"34.56,70.05"
2002-07-01T00:00:00Z,26.732,0.913,Kabul,"34.56,70.05"
2002-08-01T00:00:00Z,25.736,0.7440000000000001,Kabul,"34.56,70.05"
2002-09-01T00:00:00Z,20.906999999999996,0.408,Kabul,"34.56,70.05"
2002-10-01T00:00:00Z,17.33,0.8640000000000001,Kabul,"34.56,70.05"
2002-11-01T00:00:00Z,10.447,0.303,Kabul,"34.56,70.05"
2002-12-01T00:00:00Z,4.257,1.413,Kabul,"34.56,70.05"
2003-01-01T00:00:00Z,4.334,0.984,Kabul,"34.56,70.05"
2003-02-01T00:00:00Z,4.7139999999999995,0.81,Kabul,"34.56,70.05"
2003-03-01T00:00:00Z,9.071,0.496,Kabul,"34.56,70.05"
2003-04-01T00:00:00Z,15.485999999999999,0.682,Kabul,"34.56,70.05"
2003-05-01T00:00:00Z,19.13,0.563,Kabul,"34.56,70.05"
2003-06-01T00:00:00Z,25.715999999999998,0.5479999999999999,Kabul,"34.56,70.05"
2003-07-01T00:00:00Z,26.815,0.501,Kabul,"34.56,70.05"
2003-08-01T00:00:00Z,25.149,0.595,Kabul,"34.56,70.05"
2003-09-01T00:00:00Z,21.945,0.477,Kabul,"34.56,70.05"
2003-10-01T00:00:00Z,15.884,0.633,Kabul,"34.56,70.05"
2003-11-01T00:00:00Z,8.681000000000001,0.485,Kabul,"34.56,70.05"
2003-12-01T00:00:00Z,4.666,0.252,Kabul,"34.56,70.05"
2004-01-01T00:00:00Z,3.655,0.868,Kabul,"34.56,70.05"
2004-02-01T00:00:00Z,6.775,1.106,Kabul,"34.56,70.05"
2004-03-01T00:00:00Z,13.747,1.436,Kabul,"34.56,70.05"
2004-04-01T00:00:00Z,16.863,0.519,Kabul,"34.56,70.05"
2004-05-01T00:00:00Z,21.696,0.976,Kabul,"34.56,70.05"
2004-06-01T00:00:00Z,25.645,0.7659999999999999,Kabul,"34.56,70.05"
2004-07-01T00:00:00Z,26.467,0.4920000000000001,Kabul,"34.56,70.05"
2004-08-01T00:00:00Z,25.41,0.672,Kabul,"34.56,70.05"
2004-09-01T00:00:00Z,22.635,0.994,Kabul,"34.56,70.05"
2004-10-01T00:00:00Z,14.367,0.421,Kabul,"34.56,70.05"
2004-11-01T00:00:00Z,11.119000000000002,0.44,Kabul,"34.56,70.05"
2004-12-01T00:00:00Z,5.162000000000001,0.8340000000000001,Kabul,"34.56,70.05"
2005-01-01T00:00:00Z,1.383,1.086,Kabul,"34.56,70.05"
2005-02-01T00:00:00Z,2.846,0.435,Kabul,"34.56,70.05"
2005-03-01T00:00:00Z,10.607999999999999,0.19,Kabul,"34.56,70.05"
2005-04-01T00:00:00Z,15.140999999999998,1.12,Kabul,"34.56,70.05"
2005-05-01T00:00:00Z,18.04,1.456,Kabul,"34.56,70.05"
2005-06-01T00:00:00Z,25.449,0.359,Kabul,"34.56,70.05"
2005-07-01T00:00:00Z,26.758000000000003,1.207,Kabul,"34.56,70.05"
2005-08-01T00:00:00Z,25.311999999999998,0.691,Kabul,"34.56,70.05"
2005-09-01T00:00:00Z,23.177,0.845,Kabul,"34.56,70.05"
2005-10-01T00:00:00Z,16.608,0.494,Kabul,"34.56,70.05"
2005-11-01T00:00:00Z,8.724,0.7929999999999999,Kabul,"34.56,70.05"
2005-12-01T00:00:00Z,4.124,0.871,Kabul,"34.56,70.05"
2006-01-01T00:00:00Z,1.244,0.537,Kabul,"34.56,70.05"
2006-02-01T00:00:00Z,8.884,0.852,Kabul,"34.56,70.05"
2006-03-01T00:00:00Z,10.649000000000001,0.539,Kabul,"34.56,70.05"
2006-04-01T00:00:00Z,15.276,1.3019999999999998,Kabul,"34.56,70.05"
2006-05-01T00:00:00Z,24.726999999999997,0.679,Kabul,"34.56,70.05"
2006-06-01T00:00:00Z,25.47,0.95,Kabul,"34.56,70.05"
2006-07-01T00:00:00Z,27.16,1.083,Kabul,"34.56,70.05"
2006-08-01T00:00:00Z,24.995,1.315,Kabul,"34.56,70.05"
2006-09-01T00:00:00Z,21.791999999999998,0.63,Kabul,"34.56,70.05"
2006-10-01T00:00:00Z,18.008,0.625,Kabul,"34.56,70.05"
2006-11-01T00:00:00Z,9.751,0.26,Kabul,"34.56,70.05"
2006-12-01T00:00:00Z,1.626,1.624,Kabul,"34.56,70.05"
2007-01-01T00:00:00Z,2.093,1.666,Kabul,"34.56,70.05"
2007-02-01T00:00:00Z,5.725,0.273,Kabul,"34.56,70.05"
2007-03-01T00:00:00Z,9.087,0.486,Kabul,"34.56,70.05"
2007-04-01T00:00:00Z,18.517,0.518,Kabul,"34.56,70.05"
2007-05-01T00:00:00Z,21.825,0.7020000000000001,Kabul,"34.56,70.05"
2007-06-01T00:00:00Z,25.676,0.3670000000000001,Kabul,"34.56,70.05"
2007-07-01T00:00:00Z,26.295,0.487,Kabul,"34.56,70.05"
2007-08-01T00:00:00Z,25.469,0.175,Kabul,"34.56,70.05"
2007-09-01T00:00:00Z,22.065,0.594,Kabul,"34.56,70.05"
2007-10-01T00:00:00Z,15.089,0.774,Kabul,"34.56,70.05"
2007-11-01T00:00:00Z,10.702000000000002,0.512,Kabul,"34.56,70.05"
2007-12-01T00:00:00Z,3.673,0.564,Kabul,"34.56,70.05"
2008-01-01T00:00:00Z,-0.9060000000000004,1.402,Kabul,"34.56,70.05"
2008-02-01T00:00:00Z,3.6519999999999997,0.187,Kabul,"34.56,70.05"
2008-03-01T00:00:00Z,13.431,0.401,Kabul,"34.56,70.05"
2008-04-01T00:00:00Z,15.293,0.833,Kabul,"34.56,70.05"
2008-05-01T00:00:00Z,22.778000000000002,0.726,Kabul,"34.56,70.05"
2008-06-01T00:00:00Z,26.958,1.455,Kabul,"34.56,70.05"
2008-07-01T00:00:00Z,26.485,0.44,Kabul,"34.56,70.05"
2008-08-01T00:00:00Z,24.594,0.361,Kabul,"34.56,70.05"
2008-09-01T00:00:00Z,21.575,0.337,Kabul,"34.56,70.05"
2008-10-01T00:00:00Z,17.131,0.521,Kabul,"34.56,70.05"
2008-11-01T00:00:00Z,9.468,0.275,Kabul,"34.56,70.05"
2008-12-01T00:00:00Z,5.292000000000001,0.265,Kabul,"34.56,70.05"
2009-01-01T00:00:00Z,3.6689999999999996,0.307,Kabul,"34.56,70.05"
2009-02-01T00:00:00Z,5.412000000000001,1.109,Kabul,"34.56,70.05"
2009-03-01T00:00:00Z,10.331,0.525,Kabul,"34.56,70.05"
2009-04-01T00:00:00Z,13.367,0.416,Kabul,"34.56,70.05"
2009-05-01T00:00:00Z,21.221,0.622,Kabul,"34.56,70.05"
2009-06-01T00:00:00Z,22.915,0.475,Kabul,"34.56,70.05"
2009-07-01T00:00:00Z,26.895,0.445,Kabul,"34.56,70.05"
2009-08-01T00:00:00Z,26.471999999999998,0.453,Kabul,"34.56,70.05"
2009-09-01T00:00:00Z,22.480999999999998,0.35100000000000003,Kabul,"34.56,70.05"
2009-10-01T00:00:00Z,15.357999999999999,0.443,Kabul,"34.56,70.05"
2009-11-01T00:00:00Z,8.616000000000001,0.381,Kabul,"34.56,70.05"
2009-12-01T00:00:00Z,4.383,0.5539999999999999,Kabul,"34.56,70.05"
2010-01-01T00:00:00Z,5.165,0.624,Kabul,"34.56,70.05"
2010-02-01T00:00:00Z,4.331,0.546,Kabul,"34.56,70.05"
2010-03-01T00:00:00Z,13.89,0.162,Kabul,"34.56,70.05"
2010-04-01T00:00:00Z,17.285,0.341,Kabul,"34.56,70.05"
2010-05-01T00:00:00Z,20.891,0.946,Kabul,"34.56,70.05"
2010-06-01T00:00:00Z,23.92,0.503,Kabul,"34.56,70.05"
2010-07-01T00:00:00Z,25.864,0.314,Kabul,"34.56,70.05"
2010-08-01T00:00:00Z,24.2,1.111,Kabul,"34.56,70.05"
2010-09-01T00:00:00Z,20.609,0.446,Kabul,"34.56,70.05"
2010-10-01T00:00:00Z,17.365000000000002,0.573,Kabul,"34.56,70.05"
2010-11-01T00:00:00Z,10.052999999999999,0.688,Kabul,"34.56,70.05"
2010-12-01T00:00:00Z,4.539,0.8390000000000001,Kabul,"34.56,70.05"
2011-01-01T00:00:00Z,3.2,0.495,Kabul,"34.56,70.05"
2011-02-01T00:00:00Z,3.9139999999999997,0.362,Kabul,"34.56,70.05"
2011-03-01T00:00:00Z,11.126,0.342,Kabul,"34.56,70.05"
2011-04-01T00:00:00Z,15.598,0.229,Kabul,"34.56,70.05"
2011-05-01T00:00:00Z,24.205,0.423,Kabul,"34.56,70.05"
2011-06-01T00:00:00Z,27.386999999999997,0.496,Kabul,"34.56,70.05"
2011-07-01T00:00:00Z,26.403000000000002,0.469,Kabul,"34.56,70.05"
2011-08-01T00:00:00Z,25.649,0.767,Kabul,"34.56,70.05"
2011-09-01T00:00:00Z,22.068,0.369,Kabul,"34.56,70.05"
2011-10-01T00:00:00Z,15.815,0.403,Kabul,"34.56,70.05"
2011-11-01T00:00:00Z,10.614,0.605,Kabul,"34.56,70.05"
2011-12-01T00:00:00Z,3.767,1.192,Kabul,"34.56,70.05"
2012-01-01T00:00:00Z,0.39899999999999997,0.738,Kabul,"34.56,70.05"
2012-02-01T00:00:00Z,1.0,0.903,Kabul,"34.56,70.05"
2012-03-01T00:00:00Z,8.69,0.425,Kabul,"34.56,70.05"
2012-04-01T00:00:00Z,15.46,0.53,Kabul,"34.56,70.05"
2012-05-01T00:00:00Z,20.218,0.508,Kabul,"34.56,70.05"
2012-06-01T00:00:00Z,25.0,0.7240000000000001,Kabul,"34.56,70.05"
2012-07-01T00:00:00Z,27.583000000000002,1.126,Kabul,"34.56,70.05"
2012-08-01T00:00:00Z,25.524,0.657,Kabul,"34.56,70.05"
2012-09-01T00:00:00Z,21.043000000000003,0.652,Kabul,"34.56,70.05"
2012-10-01T00:00:00Z,15.716,0.289,Kabul,"34.56,70.05"
2012-11-01T00:00:00Z,9.465000000000002,0.754,Kabul,"34.56,70.05"
2012-12-01T00:00:00Z,4.026,0.7559999999999999,Kabul,"34.56,70.05"
2013-01-01T00:00:00Z,2.347,0.98,Kabul,"34.56,70.05"
2013-02-01T00:00:00Z,4.802,1.198,Kabul,"34.56,70.05"
2013-03-01T00:00:00Z,8.681000000000001,2.216,Kabul,"34.56,70.05"
2013-04-01T00:00:00Z,14.936,0.399,Kabul,"34.56,70.05"
2013-05-01T00:00:00Z,21.245,0.65,Kabul,"34.56,70.05"
2013-06-01T00:00:00Z,25.859,0.575,Kabul,"34.56,70.05"
2013-07-01T00:00:00Z,26.805,0.467,Kabul,"34.56,70.05"
2013-08-01T00:00:00Z,24.974,0.459,Kabul,"34.56,70.05"
2013-09-01T00:00:00Z,,,Kabul,"34.56,70.05"
1993-11-01T00:00:00Z,25.268,1.047,Kano,"12.05,8.22"
1993-12-01T00:00:00Z,21.432,1.135,Kano,"12.05,8.22"
1994-01-01T00:00:00Z,21.428,0.408,Kano,"12.05,8.22"
1994-02-01T00:00:00Z,23.395,0.453,Kano,"12.05,8.22"
1994-03-01T00:00:00Z,29.479,0.505,Kano,"12.05,8.22"
1994-04-01T00:00:00Z,31.366999999999997,0.376,Kano,"12.05,8.22"
1994-05-01T00:00:00Z,31.298000000000002,0.754,Kano,"12.05,8.22"
1994-06-01T00:00:00Z,28.605999999999998,0.419,Kano,"12.05,8.22"
1994-07-01T00:00:00Z,26.244,0.35600000000000004,Kano,"12.05,8.22"
1994-08-01T00:00:00Z,25.201,0.813,Kano,"12.05,8.22"
1994-09-01T00:00:00Z,25.909000000000002,0.11,Kano,"12.05,8.22"
1994-10-01T00:00:00Z,26.833000000000002,0.139,Kano,"12.05,8.22"
1994-11-01T00:00:00Z,23.686,0.278,Kano,"12.05,8.22"
1994-12-01T00:00:00Z,20.088,0.126,Kano,"12.05,8.22"
1995-01-01T00:00:00Z,19.76,0.545,Kano,"12.05,8.22"
1995-02-01T00:00:00Z,22.766,0.561,Kano,"12.05,8.22"
1995-03-01T00:00:00Z,29.217,0.454,Kano,"12.05,8.22"
1995-04-01T00:00:00Z,31.506,0.368,Kano,"12.05,8.22"
1995-05-01T00:00:00Z,31.313000000000002,0.417,Kano,"12.05,8.22"
1995-06-01T00:00:00Z,29.445999999999998,0.47,Kano,"12.05,8.22"
1995-07-01T00:00:00Z,27.214000000000002,0.585,Kano,"12.05,8.22"
1995-08-01T00:00:00Z,26.232000000000006,0.391,Kano,"12.05,8.22"
1995-09-01T00:00:00Z,26.57,0.551,Kano,"12.05,8.22"
1995-10-01T00:00:00Z,27.416999999999998,0.145,Kano,"12.05,8.22"
1995-11-01T00:00:00Z,24.175,0.481,Kano,"12.05,8.22"
1995-12-01T00:00:00Z,23.147,0.516,Kano,"12.05,8.22"
1996-01-01T00:00:00Z,22.723000000000003,0.458,Kano,"12.05,8.22"
1996-02-01T00:00:00Z,25.396,0.377,Kano,"12.05,8.22"
1996-03-01T00:00:00Z,29.659000000000002,0.301,Kano,"12.05,8.22"
1996-04-01T00:00:00Z,31.447,0.201,Kano,"12.05,8.22"
1996-05-01T00:00:00Z,31.301,0.241,Kano,"12.05,8.22"
1996-06-01T00:00:00Z,28.114,0.4370000000000001,Kano,"12.05,8.22"
1996-07-01T00:00:00Z,26.976,0.348,Kano,"12.05,8.22"
1996-08-01T00:00:00Z,25.539,0.224,Kano,"12.05,8.22"
1996-09-01T00:00:00Z,26.351,0.411,Kano,"12.05,8.22"
1996-10-01T00:00:00Z,26.588,0.476,Kano,"12.05,8.22"
1996-11-01T00:00:00Z,23.186,0.402,Kano,"12.05,8.22"
1996-12-01T00:00:00Z,22.419,0.494,Kano,"12.05,8.22"
1997-01-01T00:00:00Z,22.706999999999997,0.435,Kano,"12.05,8.22"
1997-02-01T00:00:00Z,21.788,0.328,Kano,"12.05,8.22"
1997-03-01T00:00:00Z,28.074,0.502,Kano,"12.05,8.22"
1997-04-01T00:00:00Z,30.721999999999998,0.265,Kano,"12.05,8.22"
1997-05-01T00:00:00Z,30.356,0.3670000000000001,Kano,"12.05,8.22"
1997-06-01T00:00:00Z,28.778,0.287,Kano,"12.05,8.22"
1997-07-01T00:00:00Z,27.091,0.449,Kano,"12.05,8.22"
1997-08-01T00:00:00Z,26.33,0.5489999999999999,Kano,"12.05,8.22"
1997-09-01T00:00:00Z,27.271,0.564,Kano,"12.05,8.22"
1997-10-01T00:00:00Z,28.206,0.199,Kano,"12.05,8.22"
1997-11-01T00:00:00Z,26.381999999999998,1.077,Kano,"12.05,8.22"
1997-12-01T00:00:00Z,22.21,0.723,Kano,"12.05,8.22"
1998-01-01T00:00:00Z,21.52,0.387,Kano,"12.05,8.22"
1998-02-01T00:00:00Z,25.577,0.469,Kano,"12.05,8.22"
1998-03-01T00:00:00Z,26.885,0.8220000000000001,Kano,"12.05,8.22"
1998-04-01T00:00:00Z,32.657000000000004,0.501,Kano,"12.05,8.22"
1998-05-01T00:00:00Z,32.31,0.344,Kano,"12.05,8.22"
1998-06-01T00:00:00Z,29.168000000000003,0.728,Kano,"12.05,8.22"
1998-07-01T00:00:00Z,27.079,1.014,Kano,"12.05,8.22"
1998-08-01T00:00:00Z,25.851000000000006,0.54,Kano,"12.05,8.22"
1998-09-01T00:00:00Z,26.209,0.246,Kano,"12.05,8.22"
1998-10-01T00:00:00Z,27.43,0.325,Kano,"12.05,8.22"
1998-11-01T00:00:00Z,25.962,0.5870000000000001,Kano,"12.05,8.22"
1998-12-01T00:00:00Z,22.566000000000006,0.38,Kano,"12.05,8.22"
1999-01-01T00:00:00Z,22.189,0.389,Kano,"12.05,8.22"
1999-02-01T00:00:00Z,25.201,0.8440000000000001,Kano,"12.05,8.22"
1999-03-01T00:00:00Z,29.741999999999997,1.682,Kano,"12.05,8.22"
1999-04-01T00:00:00Z,31.689,0.8590000000000001,Kano,"12.05,8.22"
1999-05-01T00:00:00Z,31.459,0.7170000000000001,Kano,"12.05,8.22"
1999-06-01T00:00:00Z,29.458,0.889,Kano,"12.05,8.22"
1999-07-01T00:00:00Z,26.269000000000002,0.335,Kano,"12.05,8.22"
1999-08-01T00:00:00Z,25.221999999999998,0.565,Kano,"12.05,8.22"
1999-09-01T00:00:00Z,26.037,0.336,Kano,"12.05,8.22"
1999-10-01T00:00:00Z,26.989,0.7240000000000001,Kano,"12.05,8.22"
1999-11-01T00:00:00Z,25.74,0.792,Kano,"12.05,8.22"
1999-12-01T00:00:00Z,22.186999999999998,1.47,Kano,"12.05,8.22"
2000-01-01T00:00:00Z,21.789,0.716,Kano,"12.05,8.22"
2000-02-01T00:00:00Z,22.611,0.495,Kano,"12.05,8.22"
2000-03-01T00:00:00Z,28.143,0.971,Kano,"12.05,8.22"
2000-04-01T00:00:00Z,31.746,0.374,Kano,"12.05,8.22"
2000-05-01T00:00:00Z,31.95,0.419,Kano,"12.05,8.22"
2000-06-01T00:00:00Z,28.73,0.5579999999999999,Kano,"12.05,8.22"
2000-07-01T00:00:00Z,26.399,0.336,Kano,"12.05,8.22"
2000-08-01T00:00:00Z,25.891,0.355,Kano,"12.05,8.22"
2000-09-01T00:00:00Z,26.778000000000002,0.772,Kano,"12.05,8.22"
2000-10-01T00:00:00Z,26.785,0.295,Kano,"12.05,8.22"
2000-11-01T00:00:00Z,24.807,0.804,Kano,"12.05,8.22"
2000-12-01T00:00:00Z,20.888,0.763,Kano,"12.05,8.22"
2001-01-01T00:00:00Z,20.701,0.523,Kano,"12.05,8.22"
2001-02-01T00:00:00Z,23.099,0.238,Kano,"12.05,8.22"
2001-03-01T00:00:00Z,28.392,0.467,Kano,"12.05,8.22"
2001-04-01T00:00:00Z,31.721999999999998,0.197,Kano,"12.05,8.22"
2001-05-01T00:00:00Z,31.307,1.432,Kano,"12.05,8.22"
2001-06-01T00:00:00Z,28.623,0.55,Kano,"12.05,8.22"
2001-07-01T00:00:00Z,26.21,0.454,Kano,"12.05,8.22"
2001-08-01T00:00:00Z,25.612,0.232,Kano,"12.05,8.22"
2001-09-01T00:00:00Z,26.897,0.8170000000000001,Kano,"12.05,8.22"
2001-10-01T00:00:00Z,26.811999999999998,0.443,Kano,"12.05,8.22"
2001-11-01T00:00:00Z,25.309,0.596,Kano,"12.05,8.22"
2001-12-01T00:00:00Z,22.974,0.336,Kano,"12.05,8.22"
2002-01-01T00:00:00Z,20.204,0.434,Kano,"12.05,8.22"
2002-02-01T00:00:00Z,23.652,0.269,Kano,"12.05,8.22"
2002-03-01T00:00:00Z,29.495,0.6559999999999999,Kano,"12.05,8.22"
2002-04-01T00:00:00Z,32.475,0.46,Kano,"12.05,8.22"
2002-05-01T00:00:00Z,31.994,0.348,Kano,"12.05,8.22"
2002-06-01T00:00:00Z,29.701,0.519,Kano,"12.05,8.22"
